model,balanced_accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_25%,balanced_accuracy_50%,balanced_accuracy_75%,balanced_accuracy_max,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
KNORAU,100.0,0.913985389342139,0.025221373850281382,0.8431370005189414,0.8976651283611337,0.9150926254401981,0.9311202546577924,0.9697803148244248,100.0,0.8509116729199927,0.04824927328508029,0.7092914787043546,0.8244401285015348,0.8480974305041034,0.882943729965823,0.9506796149173294,100.0,0.5438170711868413,0.1276360624367514,0.2779661016949152,0.44247038917089676,0.5466732204298673,0.6085406301824212,0.9166666666666666
KNeighborsClassifier,100.0,0.9147316403654073,0.028021884511050785,0.8400190278498529,0.9037979400834824,0.9148936170212766,0.9358145010449526,0.9779100654997276,100.0,0.8585817359788708,0.048440488269724524,0.7126666058432345,0.8327201017506092,0.865263756796962,0.8931442907934187,0.9453463417821998,100.0,0.8925667709336957,0.03435092276497411,0.7901234567901234,0.8735632183908046,0.8953346855983773,0.9160552702372218,0.9565217391304348
Logarithmic,100.0,0.916946460030471,0.026613371032281872,0.8383930115896904,0.9026291375760185,0.9156499932221771,0.9349776494077338,0.976080053299646,100.0,0.7826995037347971,0.07071605436982044,0.6184584052722188,0.7308128746437951,0.7987425951835284,0.8266820621952992,0.945477824622119,100.0,0.8346439896685907,0.040990229070570795,0.7191011235955056,0.8122051886792453,0.8373355040021706,0.8661512027491409,0.9263157894736842
LogitBoostClassifier,100.0,0.871748613377713,0.03648767054570043,0.7763924926483308,0.8436991663277755,0.8722387995156548,0.9034931240269849,0.9466052586057776,100.0,0.795755281334924,0.09567233622653715,0.5334627498573457,0.7400694301604596,0.8245744676030279,0.8587100185772153,0.9391051370751564,100.0,0.834668366026926,0.05003214699328863,0.7027027027027027,0.8048780487804879,0.8352713178294574,0.8720423000660938,0.9333333333333332
METADES,100.0,0.8942829674698263,0.03322034782118557,0.7651487631897596,0.8780308963735939,0.8968467170100283,0.9153971993530784,0.9646933107213622,100.0,0.5557617387420887,0.13326139459544772,0.2125006536942617,0.4695491806903238,0.5482894867923698,0.6465944029219295,0.8863274651223776,100.0,0.5451441550687565,0.12638168336120348,0.2276422764227642,0.466170524261015,0.5443490368995128,0.6119034924020261,0.865979381443299
MLA,100.0,0.8777045527493306,0.03692589537630743,0.7653474427418169,0.8586614192485178,0.8773626841909442,0.9027309289050338,0.967475102316285,100.0,0.7266389835250037,0.09216545098555548,0.4845501540121812,0.6614119511900302,0.7474067031726179,0.7771665591147086,0.9219718420699772,100.0,0.7838626115678808,0.086674790729761,0.5185185185185185,0.752016129032258,0.8021739130434783,0.8366008991008991,0.9361702127659576
MLPClassifier,100.0,0.916570378643238,0.028731929001592618,0.8400188625370977,0.8956299986444354,0.9164633319777687,0.935966898741154,0.9783167348775232,100.0,0.896751983456922,0.03714133812593917,0.7606534121360403,0.873548347476125,0.9010186462266458,0.9213333437384442,0.9771375435246882,100.0,0.8904543433922737,0.03540531259361112,0.7901234567901234,0.8705882352941177,0.896551724137931,0.9130434782608696,0.9574468085106383
RRC,100.0,0.9172250560902659,0.026588283862986766,0.838799515654731,0.9026291375760185,0.9148366544665854,0.9339616578783594,0.9758767186107482,100.0,0.7622718009346896,0.07691508673562285,0.5929336229562856,0.706936918391011,0.7678169845145324,0.8199114405406108,0.9395309619452392,100.0,0.8077489989241968,0.04355048556735086,0.7128712871287128,0.78,0.8113207547169812,0.8295454545454546,0.9263157894736842
RUSBoostClassifier,100.0,0.9202688991828907,0.02564997710682367,0.8472004706981735,0.9089993080781872,0.9213644629913632,0.9370992792434218,0.975471371734994,100.0,0.8491293815034328,0.05184065318706291,0.6835792658704425,0.8204638617933011,0.8594780407308837,0.8805605105641465,0.9417859558750729,100.0,0.7020354737597531,0.059164114640827936,0.5833333333333334,0.6614173228346457,0.7,0.7435835351089588,0.8461538461538461
RandomForestClassifier,100.0,0.9160922787538497,0.02766067368475636,0.8392060197197717,0.9036453150822424,0.9160566625999728,0.9351536426419399,0.9773000614330336,100.0,0.8588212774144077,0.04744079603830881,0.6992135573360911,0.8350789706000862,0.865130566028449,0.8923918472139076,0.9490377265533212,100.0,0.8690643238978241,0.03863306026705376,0.7529411764705882,0.8500625782227784,0.8757022471910112,0.8941710992907801,0.946236559139785
StackingClassifier,100.0,0.9347046370148695,0.022359697123433032,0.8684770664428543,0.9214160612350804,0.9331757019056481,0.9519767422188166,0.9838738972496108,100.0,0.8843833535343159,0.038034423065103094,0.77007810413903,0.8634967386573447,0.8840563543651561,0.9110977858560368,0.9498072256986468,100.0,0.7465747105491638,0.04220300055359641,0.6511627906976745,0.7192982456140351,0.7521929824561404,0.7726041472071736,0.8490566037735849
VotingClassifier,100.0,0.923003600683276,0.025821299975828667,0.8506571604094382,0.90625,0.9253285802047192,0.9371441642944285,0.9783169001902784,100.0,0.8836117476273248,0.03796971177645646,0.760086884976533,0.8599171219495142,0.883657899392959,0.9089851039524544,0.961788797615036,100.0,0.8985906513254439,0.030919550287602064,0.8048780487804879,0.8837209302325582,0.9010989010989012,0.9213483146067416,0.9574468085106383
XGBClassifier,100.0,0.9224966340212666,0.025926058719677295,0.8504540736896731,0.9057416632777551,0.9206926214023461,0.9371441642944285,0.9783167348775232,100.0,0.902041646288141,0.03368790152435308,0.788756537473474,0.8820589960518135,0.905404001628604,0.9227855455824185,0.9734547344727328,100.0,0.8988636444369281,0.03202841223093063,0.7951807228915663,0.8837209302325582,0.9010989010989012,0.921780466724287,0.967032967032967
